Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in)
Oct ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Total 
1 ,77 ,66.8 ,61 ,58 ,54.8 ,52 ,80 ,66.6 ,42 ,17 ,8.5 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
2 ,74 ,64.3 ,57 ,59 ,54.6 ,50 ,90 ,72.7 ,46 ,17 ,4.7 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
3 ,68 ,60.5 ,53 ,59 ,53.3 ,49 ,94 ,78.7 ,50 ,12 ,5.9 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
4 ,70 ,61.4 ,57 ,61 ,55.2 ,49 ,100 ,81.9 ,52 ,14 ,4.5 ,0 ,29.9 ,29.8 ,29.7 ,0.00 
5 ,64 ,57.6 ,52 ,55 ,47.9 ,0 ,100 ,75.0 ,0 ,20 ,8.0 ,0 ,29.8 ,29.7 ,29.6 ,0.00 
6 ,63 ,54.9 ,50 ,54 ,49.6 ,46 ,94 ,83.1 ,59 ,12 ,6.1 ,0 ,30.0 ,29.9 ,29.8 ,0.00 
7 ,72 ,58.7 ,47 ,54 ,48.0 ,40 ,100 ,72.4 ,31 ,14 ,5.0 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
8 ,75 ,60.2 ,51 ,57 ,51.6 ,46 ,97 ,76.6 ,36 ,17 ,5.4 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
9 ,75 ,61.9 ,56 ,60 ,54.5 ,52 ,94 ,78.6 ,44 ,15 ,4.2 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
10 ,71 ,64.5 ,57 ,66 ,60.7 ,54 ,100 ,88.2 ,65 ,8 ,2.9 ,0 ,29.9 ,29.9 ,29.9 ,0.00 
11 ,75 ,65.9 ,61 ,66 ,62.7 ,57 ,100 ,90.7 ,62 ,13 ,3.9 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
12 ,82 ,64.0 ,57 ,61 ,57.3 ,52 ,100 ,82.7 ,38 ,13 ,2.0 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
13 ,83 ,69.8 ,55 ,58 ,53.2 ,46 ,88 ,59.5 ,28 ,9 ,3.0 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
14 ,85 ,71.0 ,58 ,58 ,51.7 ,47 ,80 ,54.0 ,29 ,9 ,1.9 ,0 ,29.8 ,29.8 ,29.7 ,0.00 
15 ,77 ,66.6 ,59 ,58 ,56.3 ,55 ,88 ,70.4 ,47 ,13 ,5.0 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
16 ,77 ,65.6 ,60 ,59 ,57.2 ,55 ,90 ,75.8 ,50 ,14 ,6.5 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
17 ,86 ,68.2 ,57 ,62 ,58.0 ,55 ,94 ,73.3 ,37 ,8 ,1.8 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
18 ,78 ,65.3 ,60 ,61 ,58.4 ,56 ,94 ,79.3 ,52 ,15 ,6.2 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
19 ,68 ,62.4 ,58 ,55 ,53.2 ,50 ,90 ,72.7 ,56 ,17 ,6.9 ,3 ,30.0 ,30.0 ,29.9 ,0.00 
20 ,70 ,60.5 ,55 ,57 ,54.8 ,54 ,94 ,81.8 ,59 ,13 ,4.1 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
21 ,74 ,61.0 ,54 ,58 ,54.4 ,52 ,96 ,80.5 ,49 ,10 ,2.2 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
22 ,84 ,66.7 ,53 ,55 ,51.8 ,47 ,93 ,63.7 ,27 ,7 ,2.6 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
23 ,84 ,68.3 ,54 ,57 ,49.8 ,42 ,77 ,55.0 ,23 ,8 ,2.4 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
24 ,75 ,64.2 ,57 ,56 ,52.7 ,49 ,86 ,67.4 ,49 ,9 ,4.8 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
25 ,70 ,59.4 ,53 ,55 ,50.8 ,40 ,94 ,76.1 ,33 ,14 ,6.4 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
26 ,73 ,57.8 ,52 ,54 ,44.6 ,21 ,100 ,72.6 ,15 ,10 ,3.1 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
27 ,74 ,59.3 ,46 ,48 ,31.1 ,0 ,66 ,44.2 ,21 ,8 ,2.8 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
28 ,74 ,60.6 ,48 ,52 ,42.0 ,38 ,69 ,52.4 ,29 ,10 ,2.7 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
29 ,79 ,60.8 ,47 ,46 ,42.5 ,36 ,80 ,54.5 ,24 ,9 ,2.2 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
30 ,76 ,62.9 ,51 ,57 ,45.8 ,39 ,84 ,56.3 ,29 ,13 ,3.6 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
31 ,77 ,62.7 ,52 ,57 ,52.0 ,48 ,94 ,70.8 ,39 ,12 ,3.4 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
