Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in)
Apr ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Total 
1 ,61 ,52.5 ,46 ,44 ,35.0 ,0 ,87 ,59.0 ,36 ,21 ,13.4 ,6 ,30.2 ,30.2 ,30.0 ,0.00 
2 ,67 ,44.5 ,0 ,46 ,32.4 ,0 ,77 ,46.3 ,0 ,17 ,5.0 ,0 ,30.2 ,30.1 ,30.0 ,0.00 
3 ,66 ,55.7 ,47 ,49 ,43.8 ,39 ,86 ,66.1 ,41 ,21 ,8.5 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
4 ,60 ,51.8 ,46 ,42 ,36.1 ,26 ,76 ,57.6 ,27 ,20 ,11.1 ,0 ,30.1 ,30.1 ,30.1 ,0.00 
5 ,58 ,49.2 ,42 ,35 ,26.0 ,0 ,70 ,54.0 ,33 ,18 ,10.0 ,0 ,30.1 ,30.1 ,30.1 ,0.00 
6 ,62 ,50.4 ,39 ,38 ,31.5 ,0 ,81 ,54.8 ,22 ,14 ,5.6 ,0 ,30.2 ,30.2 ,30.1 ,0.00 
7 ,71 ,55.0 ,40 ,42 ,33.7 ,0 ,77 ,50.8 ,23 ,15 ,4.5 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
8 ,71 ,55.1 ,42 ,41 ,38.3 ,34 ,76 ,55.6 ,30 ,20 ,5.6 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
9 ,72 ,56.1 ,45 ,41 ,34.5 ,5 ,68 ,50.3 ,7 ,23 ,7.2 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
10 ,57 ,54.4 ,52 ,54 ,46.9 ,38 ,100 ,77.0 ,53 ,10 ,5.6 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
11 ,61 ,54.6 ,50 ,52 ,46.9 ,41 ,100 ,77.1 ,48 ,16 ,7.3 ,0 ,30.0 ,29.9 ,29.8 ,0.00 
12 ,62 ,55.0 ,49 ,49 ,43.0 ,34 ,94 ,66.8 ,35 ,22 ,11.6 ,6 ,30.0 ,29.9 ,29.8 ,0.00 
13 ,57 ,50.7 ,47 ,46 ,29.6 ,0 ,93 ,50.1 ,0 ,18 ,11.7 ,0 ,29.8 ,29.8 ,29.7 ,0.00 
14 ,65 ,54.2 ,48 ,46 ,40.8 ,36 ,80 ,62.2 ,35 ,17 ,10.6 ,0 ,30.1 ,29.9 ,29.8 ,0.00 
15 ,67 ,55.8 ,46 ,49 ,45.6 ,43 ,89 ,70.3 ,52 ,16 ,5.9 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
16 ,68 ,56.7 ,46 ,48 ,41.7 ,22 ,81 ,61.1 ,18 ,15 ,5.1 ,0 ,30.2 ,30.2 ,30.1 ,0.00 
17 ,70 ,57.7 ,51 ,52 ,47.9 ,42 ,83 ,71.5 ,43 ,18 ,6.7 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
18 ,70 ,58.4 ,50 ,52 ,46.1 ,34 ,83 ,66.4 ,27 ,17 ,8.1 ,0 ,30.1 ,30.1 ,30.1 ,0.00 
19 ,75 ,62.6 ,57 ,56 ,53.8 ,51 ,88 ,73.8 ,51 ,17 ,7.8 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
20 ,87 ,70.9 ,58 ,58 ,54.3 ,48 ,90 ,60.1 ,29 ,18 ,6.3 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
21 ,90 ,73.7 ,59 ,57 ,52.9 ,48 ,78 ,51.5 ,26 ,13 ,4.0 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
22 ,78 ,68.0 ,58 ,58 ,55.0 ,52 ,84 ,64.2 ,46 ,14 ,5.0 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
23 ,68 ,60.1 ,55 ,52 ,50.2 ,48 ,88 ,70.5 ,50 ,20 ,12.3 ,6 ,29.9 ,29.9 ,29.8 ,0.00 
24 ,75 ,65.4 ,59 ,53 ,50.7 ,49 ,72 ,60.0 ,41 ,16 ,8.3 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
25 ,74 ,64.1 ,59 ,58 ,53.4 ,50 ,93 ,69.9 ,44 ,12 ,7.0 ,0 ,29.9 ,29.8 ,29.7 ,0.00 
26 ,63 ,58.2 ,51 ,57 ,48.4 ,39 ,100 ,72.8 ,43 ,17 ,8.2 ,0 ,30.1 ,29.9 ,29.7 ,0.00 
27 ,69 ,57.0 ,49 ,48 ,42.7 ,39 ,80 ,61.3 ,33 ,18 ,8.8 ,3 ,30.2 ,30.1 ,30.1 ,0.00 
28 ,73 ,61.3 ,51 ,51 ,47.3 ,41 ,83 ,63.1 ,37 ,16 ,6.8 ,0 ,30.1 ,30.0 ,29.8 ,0.00 
29 ,82 ,65.3 ,53 ,54 ,50.8 ,48 ,86 ,63.3 ,32 ,15 ,5.5 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
30 ,79 ,63.9 ,55 ,55 ,51.3 ,46 ,89 ,66.2 ,32 ,22 ,8.1 ,0 ,29.9 ,29.9 ,29.9 ,0
