Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in)
Oct ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Total 
1 ,84 ,68.4 ,56 ,56 ,46.1 ,32 ,90 ,52.7 ,15 ,15 ,6.1 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
2 ,89 ,70.8 ,53 ,48 ,41.2 ,35 ,67 ,38.5 ,16 ,9 ,3.9 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
3 ,90 ,73.8 ,59 ,51 ,43.4 ,37 ,58 ,37.1 ,15 ,12 ,3.4 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
4 ,90 ,73.4 ,59 ,49 ,41.2 ,32 ,56 ,35.3 ,13 ,13 ,4.3 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
5 ,89 ,71.6 ,58 ,53 ,45.1 ,38 ,59 ,42.0 ,17 ,10 ,2.6 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
6 ,87 ,68.6 ,56 ,59 ,51.0 ,38 ,87 ,58.6 ,18 ,9 ,3.0 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
7 ,80 ,64.3 ,55 ,59 ,55.1 ,43 ,100 ,76.3 ,27 ,13 ,3.9 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
8 ,83 ,66.7 ,55 ,57 ,53.0 ,42 ,94 ,67.2 ,24 ,14 ,3.6 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
9 ,74 ,62.1 ,55 ,58 ,55.4 ,52 ,94 ,79.6 ,53 ,12 ,4.1 ,0 ,29.9 ,29.9 ,29.9 ,0.00 
10 ,70 ,60.9 ,57 ,56 ,54.4 ,53 ,94 ,79.8 ,59 ,12 ,5.1 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
11 ,76 ,62.5 ,53 ,57 ,53.4 ,48 ,100 ,75.2 ,37 ,14 ,3.1 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
12 ,87 ,70.4 ,56 ,57 ,43.1 ,28 ,93 ,48.6 ,12 ,14 ,5.1 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
13 ,85 ,69.1 ,57 ,58 ,40.0 ,25 ,86 ,40.0 ,13 ,18 ,4.9 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
14 ,71 ,63.2 ,55 ,56 ,53.6 ,51 ,94 ,72.5 ,49 ,21 ,10.3 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
15 ,73 ,65.3 ,60 ,56 ,53.4 ,48 ,83 ,66.3 ,42 ,17 ,8.0 ,0 ,30.0 ,29.9 ,29.8 ,0.00 
16 ,71 ,59.0 ,0 ,53 ,47.1 ,0 ,88 ,63.7 ,0 ,13 ,3.7 ,0 ,30.0 ,28.8 ,0.0 ,0.00 
17 ,75 ,63.0 ,52 ,52 ,47.3 ,44 ,80 ,58.8 ,37 ,14 ,6.2 ,0 ,29.9 ,29.9 ,29.9 ,0.00 
18 ,78 ,65.0 ,56 ,58 ,51.3 ,48 ,86 ,63.4 ,36 ,15 ,5.2 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
19 ,75 ,61.6 ,55 ,59 ,56.5 ,53 ,100 ,84.3 ,53 ,17 ,3.8 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
20 ,68 ,61.5 ,55 ,58 ,54.9 ,50 ,88 ,79.3 ,61 ,15 ,5.6 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
21 ,69 ,58.8 ,50 ,50 ,47.4 ,41 ,93 ,68.4 ,37 ,20 ,4.9 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
22 ,72 ,60.6 ,49 ,57 ,48.6 ,42 ,86 ,67.7 ,38 ,13 ,5.0 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
23 ,74 ,62.9 ,55 ,58 ,53.4 ,50 ,88 ,72.8 ,43 ,13 ,3.9 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
24 ,75 ,61.7 ,51 ,57 ,52.9 ,49 ,94 ,75.0 ,41 ,16 ,5.3 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
25 ,70 ,62.2 ,57 ,58 ,54.0 ,48 ,100 ,76.5 ,46 ,13 ,7.5 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
26 ,67 ,57.7 ,53 ,53 ,48.3 ,40 ,94 ,73.8 ,37 ,18 ,6.1 ,0 ,30.1 ,30.1 ,30.0 ,0.11 
27 ,69 ,57.1 ,46 ,51 ,46.4 ,41 ,93 ,70.1 ,39 ,13 ,4.8 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
28 ,71 ,58.4 ,46 ,56 ,48.2 ,39 ,93 ,72.0 ,31 ,14 ,4.1 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
29 ,78 ,62.5 ,50 ,52 ,47.7 ,46 ,86 ,61.8 ,33 ,7 ,1.4 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
30 ,81 ,64.2 ,56 ,54 ,47.6 ,36 ,78 ,57.6 ,20 ,14 ,5.1 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
31 ,63 ,57.6 ,53 ,57 ,54.2 ,52 ,100 ,88.8 ,75 ,15 ,6.7 ,0 ,29.9 ,29.8 ,29.7 ,0
