Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in)
Oct ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Total 
1 ,94 ,76.3 ,59 ,51 ,44.4 ,33 ,67 ,37.0 ,16 ,14 ,3.6 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
2 ,95 ,77.5 ,62 ,49 ,43.0 ,38 ,49 ,32.1 ,14 ,12 ,3.2 ,0 ,29.8 ,29.8 ,29.7 ,0.00 
3 ,87 ,72.2 ,61 ,58 ,50.1 ,42 ,78 ,48.5 ,23 ,16 ,5.6 ,0 ,29.9 ,29.8 ,29.7 ,0.00 
4 ,75 ,62.5 ,56 ,56 ,54.5 ,53 ,97 ,77.0 ,48 ,15 ,8.2 ,3 ,30.1 ,30.0 ,29.9 ,0.00 
5 ,73 ,62.2 ,55 ,57 ,54.5 ,52 ,94 ,77.6 ,49 ,16 ,5.8 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
6 ,70 ,60.9 ,53 ,56 ,52.0 ,48 ,100 ,75.1 ,46 ,15 ,5.0 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
7 ,73 ,60.0 ,49 ,52 ,49.2 ,45 ,97 ,70.2 ,39 ,15 ,5.5 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
8 ,71 ,59.4 ,48 ,55 ,51.2 ,47 ,96 ,76.1 ,53 ,15 ,5.0 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
9 ,71 ,59.2 ,49 ,56 ,52.3 ,49 ,100 ,80.1 ,45 ,14 ,6.4 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
10 ,70 ,58.5 ,53 ,55 ,53.1 ,48 ,100 ,84.4 ,49 ,13 ,4.8 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
11 ,59 ,55.6 ,54 ,54 ,51.3 ,50 ,96 ,85.4 ,72 ,12 ,4.9 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
12 ,63 ,56.5 ,53 ,55 ,51.1 ,48 ,100 ,82.9 ,67 ,9 ,3.9 ,0 ,30.2 ,30.0 ,29.9 ,0.00 
13 ,71 ,56.8 ,45 ,57 ,50.7 ,45 ,100 ,82.6 ,47 ,16 ,3.7 ,0 ,30.3 ,30.2 ,30.1 ,0.00 
14 ,71 ,59.3 ,51 ,61 ,48.8 ,0 ,100 ,74.6 ,0 ,12 ,3.6 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
15 ,74 ,60.3 ,54 ,59 ,39.8 ,0 ,100 ,57.6 ,0 ,13 ,3.1 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
16 ,76 ,63.4 ,55 ,62 ,58.5 ,55 ,100 ,85.4 ,62 ,17 ,5.2 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
17 ,84 ,67.1 ,52 ,57 ,35.3 ,0 ,100 ,44.8 ,0 ,12 ,4.5 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
18 ,87 ,68.2 ,53 ,63 ,46.7 ,35 ,81 ,49.7 ,19 ,23 ,8.0 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
19 ,71 ,64.8 ,58 ,62 ,59.9 ,56 ,100 ,84.8 ,73 ,14 ,7.3 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
20 ,66 ,57.0 ,50 ,56 ,46.7 ,0 ,100 ,75.1 ,0 ,15 ,5.0 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
21 ,62 ,53.3 ,46 ,48 ,44.1 ,38 ,100 ,73.8 ,44 ,13 ,6.1 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
22 ,61 ,55.2 ,50 ,55 ,48.8 ,38 ,100 ,80.0 ,44 ,20 ,9.0 ,0 ,29.9 ,29.8 ,29.7 ,0.00 
23 ,60 ,53.1 ,47 ,50 ,45.9 ,39 ,100 ,78.8 ,46 ,13 ,4.6 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
24 ,64 ,53.3 ,45 ,52 ,46.6 ,42 ,100 ,81.0 ,45 ,13 ,7.2 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
25 ,62 ,55.8 ,51 ,54 ,50.7 ,45 ,100 ,84.0 ,58 ,12 ,5.2 ,0 ,30.2 ,30.2 ,30.1 ,0.00 
26 ,70 ,56.8 ,44 ,56 ,43.9 ,33 ,100 ,69.4 ,26 ,13 ,5.5 ,0 ,30.2 ,30.1 ,30.0 ,0.00 
27 ,76 ,60.0 ,47 ,57 ,51.5 ,47 ,100 ,77.5 ,40 ,12 ,3.3 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
28 ,75 ,61.1 ,51 ,59 ,53.8 ,47 ,100 ,79.7 ,46 ,12 ,4.0 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
29 ,69 ,57.5 ,48 ,58 ,40.7 ,0 ,100 ,62.1 ,0 ,10 ,3.6 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
30 ,69 ,57.8 ,48 ,59 ,43.8 ,0 ,100 ,69.1 ,0 ,14 ,3.4 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
31 ,64 ,59.8 ,57 ,58 ,54.9 ,53 ,100 ,84.1 ,67 ,14 ,6.7 ,0 ,30.0 ,29.9 ,29.9 ,0
