Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in)
Nov ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Total 
1 ,83 ,68.4 ,55 ,52 ,47.0 ,42 ,65 ,48.1 ,28 ,12 ,5.2 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
2 ,78 ,66.0 ,54 ,57 ,50.9 ,47 ,83 ,60.0 ,37 ,13 ,4.4 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
3 ,82 ,65.5 ,52 ,53 ,46.5 ,34 ,86 ,57.5 ,18 ,14 ,4.2 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
4 ,72 ,61.2 ,52 ,54 ,48.2 ,43 ,84 ,63.4 ,41 ,10 ,3.9 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
5 ,74 ,59.0 ,50 ,53 ,48.7 ,39 ,100 ,72.9 ,28 ,13 ,4.6 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
6 ,80 ,61.4 ,48 ,46 ,36.4 ,15 ,80 ,49.1 ,9 ,14 ,4.0 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
7 ,75 ,59.8 ,47 ,43 ,33.5 ,29 ,55 ,39.4 ,20 ,12 ,4.0 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
8 ,72 ,62.0 ,51 ,28 ,19.2 ,13 ,37 ,21.0 ,11 ,16 ,6.8 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
9 ,73 ,55.1 ,42 ,34 ,23.1 ,13 ,51 ,32.1 ,11 ,8 ,3.3 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
10 ,62 ,51.1 ,42 ,38 ,26.7 ,22 ,57 ,40.3 ,22 ,7 ,2.1 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
11 ,72 ,55.0 ,41 ,29 ,22.2 ,13 ,60 ,33.2 ,11 ,7 ,3.8 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
12 ,71 ,54.1 ,42 ,34 ,24.5 ,20 ,47 ,33.7 ,16 ,8 ,2.1 ,0 ,30.3 ,30.2 ,30.2 ,0.00 
13 ,62 ,52.9 ,43 ,38 ,30.5 ,25 ,57 ,43.3 ,28 ,6 ,1.6 ,0 ,30.4 ,30.3 ,30.3 ,0.00 
14 ,67 ,53.4 ,40 ,35 ,31.3 ,27 ,68 ,45.4 ,22 ,8 ,2.7 ,0 ,30.3 ,30.2 ,30.2 ,0.00 
15 ,66 ,50.4 ,39 ,37 ,28.6 ,23 ,65 ,45.3 ,20 ,6 ,1.9 ,0 ,30.2 ,30.1 ,30.0 ,0.00 
16 ,68 ,50.3 ,40 ,36 ,30.5 ,28 ,63 ,48.6 ,24 ,5 ,2.1 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
17 ,63 ,51.2 ,42 ,48 ,37.2 ,29 ,83 ,60.5 ,34 ,8 ,3.4 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
18 ,62 ,49.8 ,42 ,46 ,42.0 ,37 ,87 ,75.5 ,52 ,7 ,2.3 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
19 ,66 ,52.0 ,42 ,43 ,39.7 ,38 ,89 ,65.7 ,37 ,6 ,1.9 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
20 ,66 ,53.4 ,42 ,43 ,38.1 ,35 ,80 ,58.8 ,32 ,7 ,2.0 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
21 ,66 ,60.0 ,53 ,58 ,52.0 ,42 ,93 ,76.0 ,55 ,20 ,8.5 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
22 ,66 ,58.1 ,52 ,54 ,49.4 ,43 ,97 ,75.2 ,43 ,15 ,5.6 ,0 ,30.1 ,30.1 ,30.0 ,0.23 
23 ,61 ,57.7 ,55 ,59 ,55.5 ,53 ,100 ,92.5 ,83 ,13 ,7.4 ,0 ,30.1 ,30.1 ,30.0 ,0.21 
24 ,63 ,59.0 ,51 ,59 ,56.3 ,47 ,100 ,91.2 ,65 ,13 ,2.8 ,0 ,30.0 ,30.0 ,29.9 ,0.26 
25 ,65 ,54.6 ,47 ,51 ,47.5 ,44 ,97 ,78.7 ,50 ,10 ,2.5 ,0 ,30.1 ,30.0 ,30.0 ,0.02 
26 ,67 ,55.5 ,46 ,50 ,46.4 ,43 ,90 ,73.1 ,51 ,8 ,2.8 ,0 ,30.1 ,30.1 ,30.1 ,0.00 
27 ,63 ,55.7 ,48 ,56 ,50.6 ,46 ,96 ,83.7 ,65 ,13 ,5.1 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
28 ,62 ,59.3 ,58 ,58 ,56.1 ,53 ,97 ,89.4 ,78 ,28 ,8.7 ,0 ,29.9 ,29.8 ,29.5 ,0.07 
29 ,59 ,56.4 ,55 ,55 ,52.1 ,48 ,97 ,85.7 ,75 ,22 ,9.6 ,0 ,29.7 ,29.5 ,29.4 ,0.77 
30 ,60 ,54.8 ,49 ,48 ,44.3 ,42 ,80 ,68.1 ,51 ,20 ,11.1 ,3 ,30.1 ,30.0 ,29.8 ,0.32 
