Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in)
Jan ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Total 
1 ,58 ,52.2 ,42 ,53 ,47.3 ,38 ,93 ,83.5 ,69 ,14 ,7.1 ,0 ,30.2 ,30.1 ,30.0 ,0.00 
2 ,61 ,52.8 ,47 ,50 ,45.5 ,40 ,93 ,77.5 ,50 ,12 ,3.8 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
3 ,68 ,51.1 ,42 ,46 ,41.1 ,37 ,86 ,70.6 ,37 ,9 ,2.6 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
4 ,60 ,53.0 ,45 ,49 ,46.0 ,41 ,86 ,77.8 ,67 ,16 ,7.5 ,0 ,30.4 ,30.3 ,30.2 ,0.00 
5 ,58 ,49.4 ,42 ,45 ,41.8 ,39 ,89 ,76.4 ,49 ,14 ,4.8 ,0 ,30.5 ,30.5 ,30.4 ,0.00 
6 ,62 ,49.4 ,40 ,43 ,39.2 ,34 ,93 ,71.0 ,37 ,16 ,4.7 ,0 ,30.5 ,30.4 ,30.3 ,0.00 
7 ,57 ,47.7 ,38 ,45 ,38.9 ,33 ,83 ,72.3 ,53 ,15 ,4.1 ,0 ,30.3 ,30.1 ,30.1 ,0.00 
8 ,57 ,50.8 ,47 ,47 ,44.5 ,42 ,93 ,79.8 ,64 ,13 ,5.0 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
9 ,56 ,49.9 ,44 ,47 ,42.8 ,39 ,90 ,76.9 ,64 ,17 ,8.7 ,0 ,30.2 ,30.0 ,29.9 ,0.00 
10 ,59 ,47.8 ,38 ,44 ,39.3 ,35 ,93 ,74.8 ,42 ,13 ,4.0 ,0 ,30.3 ,30.2 ,30.2 ,0.07 
11 ,57 ,49.3 ,45 ,46 ,42.7 ,39 ,93 ,79.1 ,57 ,16 ,5.6 ,0 ,30.3 ,30.2 ,30.2 ,0.00 
12 ,55 ,45.8 ,39 ,42 ,38.8 ,35 ,89 ,77.6 ,57 ,9 ,3.9 ,0 ,30.2 ,30.1 ,30.1 ,0.01 
13 ,56 ,48.8 ,40 ,44 ,42.7 ,39 ,97 ,80.4 ,62 ,10 ,3.8 ,0 ,30.2 ,30.1 ,30.1 ,0.03 
14 ,54 ,49.3 ,43 ,46 ,42.3 ,36 ,90 ,77.7 ,57 ,15 ,6.3 ,0 ,30.2 ,30.1 ,30.1 ,0.06 
15 ,53 ,44.6 ,36 ,40 ,36.8 ,33 ,89 ,74.8 ,59 ,8 ,3.5 ,0 ,30.1 ,30.0 ,29.9 ,0.01 
16 ,50 ,46.4 ,42 ,43 ,40.0 ,38 ,93 ,78.8 ,63 ,29 ,11.8 ,3 ,30.1 ,29.8 ,29.7 ,0.00 
17 ,56 ,45.8 ,38 ,41 ,38.2 ,36 ,97 ,76.8 ,49 ,7 ,4.1 ,0 ,30.3 ,30.2 ,30.1 ,0.50 
18 ,56 ,45.6 ,39 ,41 ,38.2 ,36 ,89 ,76.4 ,49 ,7 ,1.4 ,0 ,30.3 ,30.3 ,30.2 ,0.00 
19 ,54 ,45.6 ,38 ,41 ,37.7 ,34 ,89 ,74.8 ,55 ,7 ,2.0 ,0 ,30.2 ,30.1 ,30.0 ,0.00 
20 ,57 ,49.9 ,45 ,46 ,42.9 ,41 ,86 ,77.4 ,62 ,9 ,3.5 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
21 ,60 ,53.4 ,48 ,49 ,46.3 ,44 ,86 ,77.1 ,64 ,13 ,8.3 ,3 ,30.1 ,30.1 ,30.0 ,0.00 
22 ,63 ,55.7 ,52 ,52 ,50.0 ,46 ,93 ,81.7 ,63 ,6 ,2.3 ,0 ,30.2 ,30.2 ,30.1 ,0.00 
23 ,61 ,52.5 ,45 ,50 ,46.9 ,43 ,93 ,81.8 ,64 ,8 ,2.5 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
24 ,65 ,52.3 ,45 ,52 ,48.4 ,44 ,100 ,87.8 ,63 ,10 ,3.7 ,0 ,30.1 ,30.1 ,30.1 ,0.00 
25 ,65 ,57.3 ,52 ,54 ,52.6 ,50 ,97 ,85.1 ,65 ,8 ,3.3 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
26 ,61 ,56.9 ,49 ,55 ,51.8 ,42 ,94 ,83.7 ,64 ,14 ,6.3 ,0 ,30.3 ,30.1 ,30.1 ,0.00 
27 ,61 ,52.7 ,44 ,50 ,45.8 ,39 ,90 ,77.6 ,67 ,14 ,4.6 ,0 ,30.4 ,30.3 ,30.3 ,0.11 
28 ,62 ,54.5 ,50 ,56 ,48.0 ,45 ,90 ,78.9 ,65 ,14 ,4.7 ,0 ,30.3 ,30.3 ,30.2 ,0.00 
29 ,61 ,53.5 ,43 ,48 ,46.2 ,41 ,93 ,77.3 ,58 ,15 ,7.0 ,0 ,30.3 ,30.2 ,30.1 ,0.00 
30 ,62 ,53.3 ,46 ,55 ,49.5 ,43 ,100 ,87.1 ,70 ,14 ,3.3 ,0 ,30.2 ,30.2 ,30.1 ,0.00 
31 ,68 ,52.9 ,44 ,52 ,47.4 ,43 ,100 ,83.6 ,50 ,9 ,1.7 ,0 ,30.3 ,30.2 ,30.2 ,0.00 
