Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in)
Jan ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Total 
1 ,54 ,43.8 ,37 ,36 ,25.3 ,0 ,82 ,69.2 ,49 ,7 ,2.0 ,0 ,30.2 ,30.2 ,30.1 ,0.00 
2 ,58 ,43.7 ,33 ,38 ,27.7 ,0 ,89 ,68.8 ,35 ,5 ,1.2 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
3 ,57 ,44.0 ,34 ,39 ,31.9 ,0 ,89 ,70.9 ,49 ,7 ,1.8 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
4 ,59 ,46.3 ,37 ,39 ,36.3 ,34 ,89 ,70.5 ,41 ,6 ,1.2 ,0 ,30.2 ,30.2 ,30.1 ,0.00 
5 ,56 ,48.7 ,40 ,48 ,42.9 ,37 ,93 ,80.9 ,64 ,13 ,6.1 ,0 ,30.2 ,30.1 ,30.0 ,0.00 
6 ,51 ,47.2 ,41 ,48 ,43.9 ,39 ,100 ,87.8 ,64 ,14 ,6.8 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
7 ,57 ,38.8 ,0 ,48 ,35.8 ,0 ,100 ,77.3 ,0 ,8 ,2.0 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
8 ,61 ,40.8 ,0 ,47 ,36.1 ,0 ,100 ,68.3 ,0 ,8 ,1.5 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
9 ,59 ,42.3 ,0 ,47 ,36.1 ,0 ,93 ,66.6 ,0 ,18 ,4.8 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
10 ,54 ,37.4 ,0 ,37 ,23.0 ,0 ,82 ,45.8 ,0 ,16 ,7.2 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
11 ,57 ,38.3 ,0 ,41 ,27.1 ,0 ,87 ,55.8 ,0 ,12 ,4.5 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
12 ,50 ,41.3 ,34 ,37 ,29.6 ,22 ,97 ,67.5 ,33 ,7 ,2.3 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
13 ,49 ,38.2 ,29 ,28 ,25.3 ,20 ,89 ,62.7 ,34 ,10 ,2.8 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
14 ,50 ,41.7 ,33 ,23 ,17.4 ,12 ,53 ,38.5 ,26 ,17 ,7.7 ,0 ,30.3 ,30.3 ,30.2 ,0.00 
15 ,53 ,41.9 ,33 ,31 ,26.1 ,23 ,70 ,55.3 ,34 ,8 ,2.6 ,0 ,30.4 ,30.4 ,30.4 ,0.00 
16 ,57 ,43.4 ,32 ,34 ,25.2 ,0 ,82 ,62.8 ,39 ,7 ,2.3 ,0 ,30.4 ,30.3 ,30.2 ,0.00 
17 ,63 ,46.1 ,34 ,38 ,31.9 ,0 ,85 ,64.0 ,33 ,6 ,0.5 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
18 ,63 ,47.6 ,35 ,39 ,31.1 ,0 ,86 ,65.0 ,38 ,5 ,1.2 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
19 ,63 ,47.9 ,35 ,40 ,33.3 ,0 ,89 ,66.2 ,37 ,5 ,0.9 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
20 ,63 ,48.2 ,35 ,37 ,30.8 ,0 ,89 ,63.0 ,35 ,6 ,1.8 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
21 ,65 ,48.3 ,36 ,40 ,30.1 ,0 ,82 ,61.5 ,30 ,6 ,0.7 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
22 ,62 ,49.4 ,37 ,42 ,34.3 ,0 ,86 ,64.5 ,38 ,5 ,0.9 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
23 ,57 ,51.9 ,48 ,49 ,44.1 ,38 ,92 ,75.3 ,51 ,13 ,1.9 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
24 ,54 ,52.1 ,50 ,53 ,50.4 ,48 ,100 ,94.6 ,88 ,5 ,0.6 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
25 ,63 ,55.8 ,52 ,56 ,53.3 ,51 ,100 ,91.8 ,75 ,9 ,2.3 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
26 ,57 ,52.1 ,44 ,52 ,45.8 ,37 ,100 ,80.7 ,47 ,18 ,7.5 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
27 ,54 ,47.5 ,42 ,40 ,36.3 ,0 ,86 ,69.8 ,45 ,13 ,6.0 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
28 ,56 ,46.6 ,38 ,42 ,38.8 ,35 ,89 ,75.3 ,53 ,16 ,5.5 ,0 ,30.2 ,30.2 ,30.1 ,0.00 
29 ,56 ,46.8 ,37 ,45 ,40.5 ,36 ,96 ,79.9 ,55 ,15 ,4.4 ,0 ,30.3 ,30.3 ,30.2 ,0.00 
30 ,66 ,51.6 ,40 ,43 ,41.3 ,39 ,97 ,71.3 ,42 ,12 ,2.7 ,0 ,30.3 ,30.2 ,30.2 ,0.00 
31 ,65 ,50.5 ,39 ,45 ,40.0 ,36 ,87 ,69.5 ,39 ,8 ,1.6 ,0 ,30.2 ,30.2 ,30.1 ,0
