Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in)
Apr ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Total 
1 ,64 ,55.7 ,47 ,41 ,37.7 ,33 ,71 ,52.0 ,33 ,22 ,7.6 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
2 ,69 ,57.3 ,46 ,41 ,35.1 ,28 ,73 ,47.0 ,22 ,17 ,7.0 ,0 ,30.1 ,30.1 ,30.1 ,0.00 
3 ,72 ,57.3 ,45 ,44 ,35.0 ,29 ,63 ,46.1 ,21 ,16 ,6.9 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
4 ,65 ,54.2 ,43 ,41 ,36.8 ,32 ,71 ,53.3 ,39 ,21 ,7.7 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
5 ,60 ,52.5 ,43 ,44 ,37.9 ,34 ,76 ,58.3 ,44 ,15 ,8.5 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
6 ,63 ,53.4 ,42 ,41 ,36.6 ,33 ,76 ,55.4 ,33 ,16 ,7.5 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
7 ,60 ,53.9 ,49 ,53 ,42.3 ,36 ,100 ,67.7 ,41 ,17 ,9.3 ,0 ,30.0 ,29.9 ,29.7 ,0.00 
8 ,64 ,55.3 ,48 ,45 ,41.5 ,37 ,77 ,61.4 ,39 ,15 ,6.8 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
9 ,69 ,56.7 ,45 ,45 ,40.4 ,30 ,82 ,58.2 ,26 ,16 ,4.8 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
10 ,69 ,58.0 ,47 ,47 ,41.5 ,31 ,80 ,56.4 ,35 ,15 ,6.1 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
11 ,71 ,58.6 ,46 ,52 ,43.3 ,37 ,84 ,58.8 ,36 ,21 ,7.1 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
12 ,77 ,61.4 ,49 ,51 ,46.8 ,42 ,86 ,62.6 ,30 ,14 ,4.0 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
13 ,65 ,57.5 ,52 ,50 ,47.3 ,40 ,83 ,70.2 ,46 ,17 ,8.4 ,3 ,30.1 ,30.0 ,29.9 ,0.00 
14 ,65 ,55.9 ,49 ,45 ,34.3 ,20 ,69 ,47.0 ,18 ,20 ,11.5 ,6 ,30.3 ,30.2 ,30.1 ,0.00 
15 ,72 ,59.9 ,48 ,44 ,35.9 ,30 ,71 ,44.5 ,23 ,18 ,9.9 ,0 ,30.2 ,30.1 ,29.9 ,0.00 
16 ,80 ,64.7 ,48 ,45 ,35.3 ,28 ,72 ,38.3 ,16 ,16 ,6.3 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
17 ,79 ,63.9 ,52 ,50 ,38.8 ,33 ,83 ,43.1 ,19 ,17 ,6.5 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
18 ,74 ,59.6 ,51 ,53 ,48.8 ,44 ,89 ,70.2 ,41 ,15 ,3.8 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
19 ,69 ,57.2 ,50 ,54 ,49.0 ,46 ,89 ,75.3 ,51 ,15 ,5.9 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
20 ,68 ,59.4 ,55 ,53 ,50.1 ,48 ,82 ,71.9 ,54 ,14 ,5.3 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
21 ,67 ,59.1 ,55 ,49 ,47.4 ,46 ,77 ,65.8 ,52 ,13 ,6.3 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
22 ,71 ,58.7 ,54 ,52 ,48.0 ,46 ,80 ,68.4 ,47 ,17 ,8.7 ,0 ,29.8 ,29.8 ,29.8 ,0.00 
23 ,69 ,58.8 ,53 ,51 ,47.3 ,44 ,82 ,66.8 ,47 ,17 ,9.9 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
24 ,65 ,57.5 ,51 ,46 ,42.3 ,37 ,82 ,59.3 ,37 ,18 ,9.0 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
25 ,63 ,57.2 ,53 ,55 ,48.1 ,39 ,100 ,73.2 ,50 ,18 ,9.4 ,0 ,30.0 ,29.9 ,29.8 ,0.30 
26 ,71 ,59.4 ,48 ,51 ,43.4 ,37 ,80 ,58.1 ,30 ,20 ,8.1 ,0 ,30.1 ,30.0 ,30.0 ,0.03 
27 ,84 ,66.0 ,53 ,53 ,49.3 ,46 ,86 ,59.8 ,26 ,16 ,6.2 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
28 ,70 ,59.4 ,54 ,53 ,50.4 ,48 ,88 ,73.1 ,49 ,14 ,5.7 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
29 ,72 ,61.1 ,52 ,51 ,48.9 ,47 ,86 ,65.7 ,44 ,12 ,4.9 ,0 ,30.0 ,29.9 ,29.8 ,0.00 
30 ,87 ,70.5 ,52 ,49 ,44.1 ,35 ,77 ,44.4 ,19 ,12 ,3.5 ,0 ,29.8 ,29.8 ,29.7 ,0
