Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in)
Dec ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Total 
1 ,65 ,60.8 ,58 ,59 ,55.4 ,53 ,90 ,82.8 ,68 ,18 ,12.7 ,6 ,30.0 ,29.9 ,29.9 ,0.00 
2 ,63 ,58.6 ,50 ,59 ,54.0 ,47 ,96 ,85.2 ,67 ,21 ,10.0 ,0 ,30.1 ,29.9 ,29.8 ,0.00 
3 ,63 ,53.0 ,44 ,49 ,45.6 ,42 ,97 ,77.7 ,50 ,8 ,2.3 ,0 ,30.1 ,30.1 ,30.1 ,0.00 
4 ,64 ,57.3 ,51 ,53 ,49.3 ,43 ,89 ,75.3 ,48 ,14 ,7.0 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
5 ,68 ,61.3 ,57 ,61 ,56.9 ,49 ,100 ,86.3 ,67 ,14 ,8.8 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
6 ,59 ,56.6 ,52 ,56 ,50.4 ,46 ,94 ,80.3 ,67 ,12 ,7.2 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
7 ,63 ,53.4 ,48 ,48 ,45.8 ,41 ,93 ,77.2 ,46 ,8 ,1.7 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
8 ,59 ,49.9 ,43 ,47 ,42.7 ,39 ,93 ,77.5 ,51 ,10 ,3.1 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
9 ,66 ,56.9 ,45 ,42 ,38.6 ,36 ,83 ,52.5 ,34 ,14 ,6.0 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
10 ,68 ,56.2 ,46 ,44 ,42.0 ,39 ,79 ,60.6 ,39 ,10 ,4.2 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
11 ,62 ,52.1 ,44 ,50 ,44.2 ,39 ,85 ,75.5 ,48 ,17 ,4.8 ,0 ,30.1 ,29.9 ,29.8 ,0.00 
12 ,55 ,50.5 ,45 ,49 ,44.8 ,39 ,96 ,81.7 ,57 ,10 ,5.0 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
13 ,52 ,45.0 ,39 ,42 ,38.5 ,36 ,93 ,78.9 ,62 ,13 ,3.0 ,0 ,29.9 ,29.8 ,29.8 ,0.00 
14 ,52 ,45.5 ,36 ,43 ,37.6 ,34 ,93 ,75.1 ,53 ,10 ,4.7 ,0 ,30.0 ,29.9 ,29.8 ,0.00 
15 ,49 ,44.2 ,37 ,43 ,39.7 ,35 ,97 ,84.8 ,66 ,14 ,7.5 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
16 ,58 ,53.1 ,46 ,50 ,45.2 ,41 ,89 ,74.6 ,64 ,12 ,7.1 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
17 ,58 ,54.7 ,49 ,56 ,50.2 ,41 ,100 ,85.6 ,65 ,17 ,7.5 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
18 ,53 ,47.0 ,41 ,40 ,30.2 ,0 ,82 ,62.0 ,41 ,17 ,9.3 ,3 ,30.1 ,30.0 ,29.9 ,0.00 
19 ,54 ,43.3 ,34 ,31 ,23.5 ,0 ,85 ,57.8 ,22 ,12 ,3.1 ,0 ,30.3 ,30.2 ,30.1 ,0.00 
20 ,59 ,47.9 ,38 ,33 ,26.1 ,0 ,62 ,46.3 ,29 ,13 ,8.2 ,3 ,30.2 ,30.1 ,30.0 ,0.00 
21 ,57 ,53.0 ,47 ,48 ,36.2 ,23 ,75 ,54.7 ,32 ,21 ,16.1 ,10 ,30.0 ,29.9 ,29.8 ,0.00 
22 ,55 ,53.0 ,51 ,52 ,47.6 ,44 ,100 ,82.2 ,69 ,16 ,6.9 ,0 ,30.0 ,29.9 ,29.8 ,0.00 
23 ,55 ,52.5 ,49 ,55 ,50.2 ,45 ,100 ,92.2 ,76 ,25 ,13.1 ,0 ,30.1 ,29.9 ,29.8 ,0.00 
24 ,56 ,47.4 ,43 ,47 ,41.2 ,0 ,100 ,82.7 ,0 ,10 ,2.4 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
25 ,53 ,46.7 ,40 ,48 ,42.0 ,37 ,100 ,84.2 ,61 ,22 ,8.0 ,0 ,30.1 ,29.9 ,29.8 ,0.00 
26 ,54 ,48.5 ,44 ,52 ,44.7 ,0 ,100 ,89.1 ,0 ,15 ,6.1 ,0 ,30.0 ,29.9 ,29.8 ,0.00 
27 ,54 ,46.6 ,42 ,41 ,39.6 ,38 ,93 ,77.9 ,58 ,9 ,2.6 ,0 ,30.1 ,30.1 ,30.1 ,0.00 
28 ,51 ,44.5 ,37 ,39 ,36.8 ,35 ,93 ,75.5 ,56 ,10 ,5.0 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
29 ,52 ,45.9 ,41 ,45 ,41.5 ,37 ,100 ,85.4 ,67 ,5 ,2.1 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
30 ,54 ,43.6 ,36 ,40 ,37.2 ,34 ,97 ,79.6 ,55 ,14 ,4.0 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
31 ,52 ,42.8 ,33 ,37 ,28.7 ,0 ,93 ,67.6 ,39 ,8 ,2.0 ,0 ,30.2 ,30.2 ,30.1 ,0
