Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in)
Nov ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Total 
1 ,61 ,54.2 ,50 ,52 ,48.1 ,44 ,97 ,81.2 ,56 ,16 ,4.8 ,0 ,30.0 ,29.8 ,29.7 ,0.51 
2 ,64 ,54.0 ,45 ,48 ,44.5 ,40 ,93 ,72.7 ,43 ,17 ,5.0 ,0 ,30.1 ,30.1 ,30.0 ,0.02 
3 ,69 ,55.1 ,45 ,52 ,43.4 ,35 ,90 ,69.5 ,29 ,12 ,4.2 ,0 ,30.2 ,30.2 ,30.1 ,0.00 
4 ,68 ,56.2 ,46 ,51 ,46.1 ,43 ,93 ,71.1 ,43 ,10 ,3.2 ,0 ,30.3 ,30.2 ,30.2 ,0.00 
5 ,76 ,60.7 ,48 ,49 ,45.9 ,43 ,83 ,61.0 ,32 ,9 ,2.2 ,0 ,30.2 ,30.1 ,30.0 ,0.00 
6 ,74 ,60.3 ,51 ,55 ,49.7 ,46 ,89 ,70.1 ,37 ,17 ,2.6 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
7 ,69 ,57.5 ,52 ,57 ,54.0 ,51 ,100 ,89.3 ,57 ,9 ,2.0 ,0 ,30.2 ,30.1 ,30.0 ,0.00 
8 ,74 ,60.5 ,50 ,55 ,50.9 ,48 ,94 ,73.2 ,43 ,6 ,1.3 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
9 ,75 ,59.3 ,49 ,56 ,51.2 ,46 ,96 ,76.8 ,38 ,12 ,2.3 ,0 ,30.0 ,29.9 ,29.8 ,0.00 
10 ,71 ,54.3 ,48 ,55 ,50.8 ,46 ,100 ,89.1 ,53 ,15 ,2.9 ,0 ,29.8 ,29.8 ,29.7 ,0.00 
11 ,65 ,58.3 ,53 ,52 ,48.1 ,45 ,88 ,70.0 ,50 ,12 ,6.9 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
12 ,66 ,59.2 ,54 ,47 ,45.4 ,43 ,75 ,61.4 ,43 ,10 ,4.3 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
13 ,65 ,59.1 ,53 ,58 ,54.1 ,46 ,97 ,84.1 ,65 ,10 ,7.5 ,3 ,30.0 ,29.9 ,29.9 ,0.14 
14 ,65 ,56.7 ,51 ,55 ,50.8 ,48 ,94 ,81.4 ,60 ,12 ,3.5 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
15 ,64 ,54.6 ,49 ,51 ,47.7 ,45 ,90 ,78.5 ,56 ,13 ,3.5 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
16 ,64 ,54.5 ,45 ,45 ,30.1 ,14 ,93 ,48.5 ,14 ,12 ,3.4 ,0 ,30.2 ,30.2 ,30.1 ,0.00 
17 ,66 ,52.6 ,42 ,38 ,33.4 ,29 ,68 ,50.1 ,27 ,7 ,1.3 ,0 ,30.2 ,30.1 ,30.0 ,0.00 
18 ,65 ,54.3 ,45 ,44 ,38.6 ,33 ,71 ,57.2 ,31 ,8 ,1.8 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
19 ,66 ,58.6 ,53 ,56 ,44.7 ,28 ,100 ,64.6 ,27 ,16 ,7.7 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
20 ,59 ,55.1 ,51 ,58 ,53.6 ,51 ,100 ,94.6 ,75 ,10 ,3.5 ,0 ,30.1 ,30.0 ,29.9 ,0.01 
21 ,63 ,54.3 ,47 ,52 ,48.9 ,45 ,100 ,83.8 ,52 ,8 ,2.4 ,0 ,30.1 ,30.0 ,30.0 ,0.11 
22 ,64 ,57.5 ,52 ,61 ,53.2 ,47 ,100 ,85.8 ,77 ,17 ,9.0 ,0 ,30.2 ,30.1 ,30.0 ,0.01 
23 ,64 ,53.8 ,48 ,48 ,42.6 ,35 ,93 ,69.3 ,34 ,9 ,5.5 ,0 ,30.3 ,30.2 ,30.2 ,0.01 
24 ,65 ,51.5 ,38 ,42 ,37.7 ,34 ,89 ,63.1 ,32 ,10 ,3.3 ,0 ,30.4 ,30.3 ,30.3 ,0.00 
25 ,66 ,52.8 ,41 ,45 ,37.9 ,31 ,76 ,59.5 ,28 ,5 ,1.3 ,0 ,30.4 ,30.3 ,30.3 ,0.00 
26 ,70 ,54.3 ,42 ,48 ,42.5 ,38 ,85 ,66.6 ,35 ,8 ,1.3 ,0 ,30.3 ,30.2 ,30.1 ,0.00 
27 ,69 ,54.6 ,45 ,47 ,43.5 ,40 ,86 ,68.1 ,39 ,5 ,1.0 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
28 ,65 ,48.5 ,39 ,50 ,40.9 ,34 ,87 ,76.1 ,39 ,13 ,3.7 ,0 ,30.0 ,29.9 ,29.8 ,0.00 
29 ,60 ,55.3 ,51 ,55 ,51.5 ,47 ,100 ,87.9 ,75 ,13 ,8.0 ,0 ,29.8 ,29.8 ,29.7 ,0.00 
30 ,61 ,55.1 ,51 ,56 ,52.3 ,46 ,100 ,90.4 ,77 ,14 ,6.9 ,0 ,29.9 ,29.8 ,29.7 ,0.71 
