Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in)
Nov ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Max ,Avg ,Min ,Total 
1 ,66 ,60.2 ,55 ,61 ,57.5 ,50 ,100 ,91.4 ,65 ,10 ,3.1 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
2 ,66 ,56.6 ,48 ,53 ,49.8 ,47 ,97 ,79.7 ,56 ,14 ,2.9 ,0 ,30.0 ,30.0 ,30.0 ,0.00 
3 ,73 ,59.5 ,48 ,55 ,50.5 ,47 ,97 ,75.0 ,44 ,9 ,2.7 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
4 ,79 ,64.0 ,52 ,54 ,52.4 ,50 ,97 ,69.5 ,39 ,12 ,3.0 ,0 ,30.1 ,30.1 ,30.1 ,0.00 
5 ,83 ,66.1 ,52 ,55 ,51.4 ,47 ,89 ,63.0 ,28 ,7 ,2.2 ,0 ,30.1 ,30.0 ,30.0 ,0.00 
6 ,80 ,66.0 ,53 ,56 ,51.5 ,46 ,86 ,62.1 ,32 ,8 ,2.0 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
7 ,66 ,58.6 ,55 ,58 ,54.8 ,48 ,100 ,87.8 ,68 ,12 ,4.3 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
8 ,60 ,54.4 ,46 ,48 ,42.8 ,38 ,86 ,65.8 ,44 ,15 ,7.4 ,0 ,29.9 ,29.9 ,29.9 ,0.00 
9 ,57 ,50.3 ,46 ,45 ,39.6 ,0 ,93 ,72.2 ,39 ,15 ,4.3 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
10 ,59 ,49.5 ,42 ,41 ,38.4 ,33 ,92 ,67.8 ,38 ,15 ,5.2 ,0 ,30.2 ,30.1 ,29.9 ,0.00 
11 ,62 ,49.4 ,38 ,40 ,36.2 ,31 ,93 ,63.9 ,31 ,9 ,3.7 ,0 ,30.3 ,30.3 ,30.2 ,0.00 
12 ,62 ,50.9 ,41 ,39 ,37.4 ,35 ,82 ,61.9 ,39 ,10 ,3.4 ,0 ,30.3 ,30.3 ,30.2 ,0.00 
13 ,69 ,54.1 ,41 ,41 ,35.6 ,27 ,76 ,53.2 ,21 ,8 ,2.3 ,0 ,30.2 ,30.1 ,30.0 ,0.00 
14 ,70 ,55.8 ,45 ,45 ,42.0 ,39 ,82 ,62.1 ,39 ,7 ,2.3 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
15 ,69 ,56.7 ,43 ,50 ,42.8 ,39 ,86 ,62.8 ,35 ,8 ,2.7 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
16 ,66 ,59.7 ,51 ,57 ,52.0 ,44 ,88 ,76.4 ,57 ,22 ,10.1 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
17 ,65 ,60.6 ,57 ,61 ,56.1 ,48 ,100 ,85.9 ,60 ,22 ,11.7 ,0 ,29.9 ,29.9 ,29.8 ,0.00 
18 ,64 ,56.2 ,51 ,55 ,49.5 ,42 ,100 ,81.3 ,46 ,15 ,4.9 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
19 ,67 ,58.3 ,50 ,47 ,43.5 ,39 ,77 ,59.8 ,39 ,12 ,7.9 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
20 ,67 ,60.1 ,55 ,56 ,51.8 ,47 ,83 ,74.3 ,63 ,16 ,9.6 ,5 ,30.1 ,30.1 ,30.0 ,0.00 
21 ,65 ,59.6 ,51 ,59 ,54.8 ,45 ,100 ,85.2 ,63 ,14 ,5.2 ,0 ,30.2 ,30.1 ,30.0 ,0.00 
22 ,65 ,52.9 ,44 ,48 ,43.9 ,42 ,96 ,73.7 ,45 ,8 ,2.4 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
23 ,68 ,54.0 ,41 ,48 ,44.4 ,40 ,96 ,73.0 ,42 ,7 ,1.6 ,0 ,30.2 ,30.1 ,30.1 ,0.00 
24 ,67 ,54.4 ,44 ,49 ,46.2 ,42 ,97 ,76.0 ,49 ,9 ,1.8 ,0 ,30.1 ,30.1 ,30.0 ,0.00 
25 ,57 ,51.2 ,48 ,52 ,49.9 ,46 ,100 ,95.4 ,81 ,5 ,1.5 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
26 ,64 ,52.1 ,43 ,52 ,46.9 ,42 ,100 ,84.3 ,52 ,9 ,2.7 ,0 ,30.0 ,30.0 ,29.9 ,0.00 
27 ,62 ,53.6 ,48 ,50 ,48.3 ,47 ,100 ,83.8 ,60 ,12 ,5.0 ,0 ,30.1 ,30.0 ,29.9 ,0.00 
28 ,68 ,58.7 ,55 ,60 ,52.0 ,47 ,100 ,79.0 ,65 ,23 ,12.7 ,5 ,30.0 ,29.9 ,29.8 ,0.00 
29 ,62 ,59.4 ,57 ,59 ,53.7 ,50 ,96 ,82.0 ,67 ,21 ,12.9 ,0 ,30.0 ,29.9 ,29.9 ,0.00 
30 ,64 ,60.7 ,58 ,62 ,57.8 ,53 ,100 ,90.8 ,75 ,21 ,12.2 ,0 ,30.0 ,29.9 ,29.8 ,0
